fighter_slug,fighter_name,order,result,opponent,promotion,event,event_date,method,round,time
/fighter/Jesse-Hannam-255589,Jesse Hannam,2,loss,Archie Colgan,Bellator,Nemkov vs. Anderson 2,2022-11-18,TKO (Punches),1,0:50
/fighter/Jesse-Hannam-255589,Jesse Hannam,3,win,Casey Goulet,Caged Aggression,Chain Reaction: Night 2,2021-05-08,TKO (Punches),1,3:04
/fighter/Jesse-Hannam-255589,Jesse Hannam,4,loss,Johnny Hopper,Tru Rev MMA,True Revelation MMA 42: Day 2,2021-03-06,TKO (Strikes),1,2:25
/fighter/Jesse-Hannam-255589,Jesse Hannam,5,win,Kenneth Allen,AFC,Ascendancy Fighting Championship 22,2020-11-14,Submission (Guillotine Choke),1,1:18
/fighter/Jesse-Hannam-255589,Jesse Hannam,0,win,Zech Heller,AFC,Ascendancy Fighting Championship 20,2019-12-21,Decision (Split),5,3:00
/fighter/Jesse-Hannam-255589,Jesse Hannam,1,loss,Colton Hamm,Tru Rev MMA,True Revelation MMA 40,2019-10-12,Submission (Rear Naked Choke),1,1:51
/fighter/Jesse-Hannam-255589,Jesse Hannam,2,win,Kurtis Ellis,Caged Aggression,The Return: Night 1,2019-08-23,Submission (Guillotine Choke),2,2:43
/fighter/Jesse-Hannam-255589,Jesse Hannam,3,win,Spencer Wray,Tru Rev MMA,True Revelation MMA 39,2019-05-11,TKO,4,0:41
/fighter/Jesse-Hannam-255589,Jesse Hannam,4,loss,Dominic Martin,Caged Aggression,Champions: Night 1,2019-03-22,Submission (Omoplata),1,0:53
/fighter/Jesse-Hannam-255589,Jesse Hannam,5,win,Paul Burgin,Tru Rev MMA,True Revelation MMA 38,2019-02-16,TKO (Punches),1,0:53
/fighter/Jesse-Hannam-255589,Jesse Hannam,6,loss,Spencer Wray,Tru Rev MMA,True Revelation MMA 37,2018-10-06,Decision (Split),5,3:00
/fighter/Jesse-Hannam-255589,Jesse Hannam,7,win,Tanner McClure,Tru Rev MMA,True Revelation MMA 35,2018-02-24,TKO (Punches),2,0:36
/fighter/Jesse-Hannam-255589,Jesse Hannam,8,win,Thomas Rice,Tru Rev MMA,True Revelation MMA 34,2017-10-14,TKO (Punches),2,0:39
/fighter/Jesse-Hannam-255589,Jesse Hannam,9,loss,Ian Smith,Tru Rev MMA,True Revelation MMA 33,2017-07-29,Decision (Split),3,3:00
/fighter/Jesse-Hannam-255589,Jesse Hannam,10,loss,Johnny Hopper,Tru Rev MMA,True Revelation MMA 32,2017-05-06,TKO (Punches),2,1:33
/fighter/Jesse-James-Lee-375428,Jesse James Lee,0,loss,Cody Land,DCS,St. Paddy Showdown 2026,2026-03-27,Submission (Armbar),1,1:15
/fighter/Jesse-James-Lee-375428,Jesse James Lee,1,win,T.J. Benson,DCS,Summer Kickoff 2025,2025-06-28,Submission (Arm-Triangle Choke),1,1:00
/fighter/Jesse-James-Lee-375428,Jesse James Lee,2,loss,Wilson Lopshire,AOS8,Art of Scrap 8: Bastos vs. Kindig,2024-04-27,Submission (Rear-Naked Choke),1,4:51
/fighter/Jesse-James-Lee-375428,Jesse James Lee,3,loss,Ryan Ishmael,AOS7,Art of Scrap 7: Filho vs. Al Kinani,2023-10-07,Submission (Rear-Naked Choke),1,1:11
/fighter/Jesse-James-Lee-375428,Jesse James Lee,4,win,Ray Evans,DCS,Seasons Beatings 2022,2022-12-03,Submission (Bulldog Choke),1,4:18
/fighter/Jesse-James-Lee-375428,Jesse James Lee,5,win,Tanner Wonch,DCS,Seasons Beatings 2021,2021-12-04,Submission (Guillotine Choke),1,3:49
/fighter/Jesse-James-Lee-375428,Jesse James Lee,0,loss,Kole Gray,DCS,Seasons Beatings 2023,2023-12-08,TKO (Strikes),1,2:17
/fighter/Jesse-James-Lee-375428,Jesse James Lee,1,win,Jonathan Fanai,DCS,Spring Brawl,2021-05-15,Submission (Rear-Naked Choke),1,1:46
/fighter/Jesse-James-Lee-375428,Jesse James Lee,2,loss,Brett Minner,DCS,Holiday Bash Night II,2020-12-19,Submission (Rear-Naked Choke),2,0:00
/fighter/Jesse-James-Lee-375428,Jesse James Lee,3,win,Tyler Gruber,DCS,Thanksgiving Throwdown 2: Night 1,2020-11-20,Submission (Guillotine Choke),1,1:04
/fighter/Jesse-James-Lee-375428,Jesse James Lee,4,win,Troy McCune,DCS,Summer Showdown,2020-08-29,Decision (Majority),3,3:00
/fighter/Jesse-James-Lee-375428,Jesse James Lee,5,loss,Jamon Cotton,DCS,Kearney Cage Wars 3,2017-08-19,Decision (Unanimous),3,3:00
/fighter/Jessica-Middleton-200481,Jessica Middleton,0,loss,Dione Barbosa,LFA,Valente vs. Bekoev,2023-02-10,Decision (Unanimous),3,5:00
/fighter/Jessica-Middleton-200481,Jessica Middleton,1,loss,Hailey Cowan,LFA,Lingo vs. Hatley,2019-08-02,Decision (Unanimous),3,5:00
/fighter/Jessica-Middleton-200481,Jessica Middleton,2,loss,Cheri Muraski,EFC,Evolution Fighting Championship 11,2019-04-13,Submission (Armbar),2,4:22
/fighter/Jessica-Middleton-200481,Jessica Middleton,3,win,Calie Cutler,FCF,Freestyle Cage Fighting 56,2018-10-05,Submission (Armbar),5,4:43
/fighter/Jessica-Middleton-200481,Jessica Middleton,4,win,Julie Murray,EFC,Evolution Fighting Championship 9,2018-07-21,Submission (Armbar),2,1:17
/fighter/Jessica-Middleton-200481,Jessica Middleton,5,loss,Joselyne Edwards,TFS,The Fight Series,2018-05-18,TKO (Punches),1,0:57
/fighter/Jessica-Middleton-200481,Jessica Middleton,6,win,Jaymee Jones,XFL,Xtreme Fight Night 346,2018-02-02,Decision (Split),3,5:00
/fighter/Jessica-Middleton-200481,Jessica Middleton,7,loss,Denise Kielholtz,Bellator,Lahat vs. Labiano,2017-11-16,Submission (Scarf Hold Armlock),1,1:16
/fighter/Jessica-Middleton-200481,Jessica Middleton,8,loss,Emily Ducote,Bellator,Campos vs. Girtz 3,2017-07-14,Decision (Unanimous),3,5:00
/fighter/Jessica-Middleton-200481,Jessica Middleton,9,loss,Ilima-Lei Macfarlane,Bellator,Straus vs. Pitbull 4,2017-04-21,Submission (Armbar),1,2:15
/fighter/Jessica-Middleton-200481,Jessica Middleton,10,win,Alice Yauger,Bellator,Guillard vs. Njokuani,2017-01-27,Decision (Unanimous),3,5:00
/fighter/Jessica-Middleton-200481,Jessica Middleton,11,win,Bruna Ellen,Bellator,Caldwell vs. Taimanglo,2016-07-22,Decision (Unanimous),3,5:00
/fighter/Jessica-Middleton-200481,Jessica Middleton,0,win,Julie Murray,VFC,Victory Fighting Championship 50,2016-05-21,Decision (Unanimous),3,3:00
/fighter/Jessica-Middleton-200481,Jessica Middleton,1,loss,Julie Murray,TBC,Ultimate Blue Corner Battles,2015-12-04,Decision (Unanimous),3,3:00
/fighter/Jessica-Middleton-200481,Jessica Middleton,2,win,Nici Kearney,GFA,Organized Chaos 8,2015-06-13,TKO (Punches),1,1:01
/fighter/Jessica-Middleton-200481,Jessica Middleton,3,win,Holly Torrez,BFC,Blackout Fighting Championship 26,2014-11-08,TKO (Punches),2,0:25
/fighter/Jessica-Middleton-200481,Jessica Middleton,4,win,Tabitha Patterson,GFA,Organized Chaos 5,2014-07-26,TKO Bobby Wombacher,1,0:18
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,0,loss,Artiom Cula,NIF,North Iowa Fights 19,2024-07-27,TKO (Strikes),1,0:29
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,1,loss,Alex Coover,Extreme Challenge,Fight Night at Wild Rose Casino,2024-05-18,Submission (Triangle Choke),1,1:14
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,2,loss,Brach Amos,MCC,March Madness,2024-03-30,TKO (Punches),1,2:37
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,3,loss,Blayne Richards,DCS,Seasons Beatings 2023,2023-12-08,TKO (Strikes),1,0:40
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,4,loss,Michael Boylan,MCC,Thanksgiving Throwdown 2023,2023-11-22,Submission (Shoulder Choke),1,1:33
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,5,loss,Cory Simpson,AFC,Ascendancy Fighting Championship 65,2023-06-10,TKO (Punches),1,0:11
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,6,loss,Anthony Kellen,Omaha Fight Club,OFC 132: Septemberfest Fight Night 5,2022-09-02,Submission (Arm-Triangle Choke),2,2:19
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,7,win,Derek Gottlieb,NIF,North Iowa Fights 14,2022-07-30,Submission (Guillotine Choke),1,0:00
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,8,loss,Ben Halder,MCC,Thanksgiving Throwdown 2021,2021-11-24,Submission (Rear-Naked Choke),3,3:30
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,9,loss,Isaac Dulgarian,FAC,Fighting Alliance Championship 9,2021-07-30,TKO (Punches),1,0:35
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,10,win,Jesse Free,MCC,The Return,2021-06-26,TKO (Punches),1,0:50
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,11,loss,Chris Avila,North Iowa Fights,Aguayo vs. Konkol,2021-04-24,KO,1,0:11
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,12,loss,Johnny Hopper,AFC,Ascendancy Fighting Championship 22,2020-11-14,KO,1,0:00
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,13,loss,Chance Beck,PC MMA,Pinnacle Combat 32,2020-09-26,TKO (Submission to Punches),2,4:31
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,14,win,William Osborne,AFC,Ascendancy Fighting Championship 21,2020-03-07,Decision (Split),3,5:00
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,15,loss,Jake Sherman,MCC,Grigsby vs. Morrow,2014-06-27,TKO (Punches),1,1:07
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,0,nc,Jay Fresh,AFC,Ascendancy Fighting Championship 20,2019-12-21,No Contest (Overturned by IAC),1,1:16
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,1,win,Robert Quintana,Brutaal Genesis Fight Night,Back in the Barn 16,2019-12-14,Decision (Split),3,3:00
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,2,win,Andrew Miller,Brutaal Genesis Fight Night,Fort Frenzy 9,2019-11-02,Submission (Rear-Naked Choke),2,1:47
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,3,loss,Dalton Brandel,Brutaal Genesis Fight Night,Fort Frenzy 8,2019-08-03,Decision (Unanimous),3,3:00
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,4,win,Dalton Brandel,Brutaal Genesis Fight Night,Fort Frenzy 7,2019-05-18,Submission (Guillotine Choke),3,0:50
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,5,loss,Alex Coover,Brutaal Genesis Fight Night,Back in the Barn 14,2019-03-23,Submission (Guillotine Choke),2,0:53
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,6,loss,Jobe Hinders,Brutaal Genesis Fight Night,Back in the Barn 13,2018-12-15,TKO (Submission to Punches),1,1:25
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,7,loss,Amon Langford,Brutaal Genesis Fight Night,Back in the Barn 12,2018-08-24,Decision (Split),3,3:00
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,8,win,Mitchell Monthei,Brutaal Genesis Fight Night,Fort Frenzy 4,2018-07-14,Submission (Guillotine Choke),1,1:13
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,9,loss,Darius Dutcher,Brutaal Genesis Fight Night,Fort Frenzy 3,2018-03-10,Decision (Unanimous),3,3:00
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,10,loss,Logan Graham,Brutaal Genesis Fight Night,Fort Frenzy 2,2017-10-21,Submission (Choke),2,2:19
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,11,loss,Joey Lienemann,Brutaal Genesis Fight Night,Back in the Barn 9,2017-09-23,TKO (Punches),2,0:06
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,12,loss,Brandon Pringle,Brutaal Genesis Fight Night,Fort Frenzy 1,2017-08-25,Submission (Rear-Naked Choke),2,2:15
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,13,loss,J.R. Hicks,Brutaal Genesis Iowa,Fight Night at Hy-Vee Hall,2017-07-28,Submission (Guillotine Choke),2,0:32
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,14,win,Donald Poss,Brutaal Genesis Fight Night,Back in the Barn 8,2017-05-19,Submission (Choke),2,2:07
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,15,loss,Johnny Wentland,MCC,Baccam vs. Deeds,2017-04-14,TKO (Punches),2,1:57
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,16,loss,Levi Foster,MCC,Winter War,2017-01-27,Submission (Guillotine Choke),2,1:17
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,17,loss,Brandon Pringle,Brutaal Genesis Fight Night,Back in the Barn 6: Christmas Cage Fights,2016-12-17,Submission (Rear-Naked Choke),1,0:42
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,18,loss,Andrew Miller,Brutaal Genesis Fight Night,Laramar Fight Night 13,2016-11-12,Submission (Rear-Naked Choke),3,2:37
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,19,win,Mitchell Monthei,Brutaal Genesis Fight Night,Laramar Fight Night 13,2016-11-12,Submission (Rear-Naked Choke),1,2:22
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,20,win,Tijae Smith,MCC,Huskic vs. Kirk,2016-10-22,TKO (Body Kick),2,2:41
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,21,win,Austin Kemps,Brutaal Genesis Fight Night,Back in the Barn 5,2016-10-01,Submission,1,1:17
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,22,win,T.J. Medina,Brutaal Genesis Fight Night,Laramar Fight Night 12,2016-08-06,Submission (Guillotine Choke),2,0:17
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,23,win,Donald Poss,Brutaal Genesis Fight Night,Laramar Fight Night 11,2016-06-04,Submission (Rear-Naked Choke),2,1:01
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,24,loss,Sean Frank,Brutaal Genesis Fight Night,Laramar Fight Night 10,2016-03-26,Submission (Rear-Naked Choke),2,1:52
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,25,loss,Mathew Garrison,MMAFS,MMA Fight Series,2016-03-11,Submission (Rear-Naked Choke),1,2:02
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,26,loss,Jobe Hinders,MCC,Thanksgiving Throwdown,2015-11-25,TKO (Punches),2,1:17
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,27,win,Michael Rosenkild,Brutaal Genesis Fight Night,Laramar Fight Night 9,2015-10-17,Submission (Choke),2,1:11
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,28,loss,Bobby Downs,IC,Iowa Challenge 119,2015-08-29,Submission (Guillotine Choke),1,1:35
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,29,win,Billy Quintus,Brutaal Genesis Fight Night,Laramar Fight Night 8,2015-07-25,Submission (Guillotine Choke),1,1:27
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,30,loss,Andrew Miller,Brutaal Genesis Fight Night,Back in the Barn 1,2015-04-18,TKO (Submission to Punches),2,1:21
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,31,win,Jeremy Love,Brutaal Genesis Fight Night,Laramar Fight Night 7,2015-03-14,TKO (Punches),1,1:36
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,32,win,Kirby Brown,IC,Iowa Challenge 113,2015-02-28,Submission (Triangle Choke),1,2:07
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,33,win,Dan Daman,MCC,Thanksgiving Throwdown 9,2014-11-26,Submission (Guillotine Choke),1,1:05
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,34,loss,Dan Powers,Brutaal Genesis Fight Night,Laramar Fight Night 5,2014-04-19,TKO (Submission to Punches),1,1:44
/fighter/Jessy-Ebrecht-191361,Jessy Ebrecht,35,loss,Billy Quintus,Brutaal Genesis Fight Night,Laramar Fight Night 4,2014-03-08,Submission (Rear-Naked Choke),2,2:14
/fighter/Jhonatann-Bradock-499291,Jhonatann Bradock,0,loss,Eduardo Terencio,Sharks Fight,2,2026-04-11,Submission (Guillotine Choke),1,0:25
/fighter/Jiang-Tao-222535,Jiang Tao,0,loss,Qi Wang,CWM MMA,"Chin Woo Men: 2017-2018 Season, Stage 4",2018-01-21,KO (Body Kick),3,2:41
/fighter/Jiang-Tao-222535,Jiang Tao,1,loss,Faridun Odilov,CWM MMA,"Chin Woo Men: 2017-2018 Season, Stage 2",2017-12-10,TKO (Punches),2,1:38
/fighter/Jiang-Tao-222535,Jiang Tao,2,loss,Bo Gao,CWM MMA,"Chin Woo Men: 2016-2017 Season, Stage 8",2017-05-13,Submission (Triangle Choke),3,1:56
/fighter/Jiang-Tao-222535,Jiang Tao,3,loss,Carlos Prates,CWM MMA,"Chin Woo Men: 2016-2017 Season, Stage 7",2017-04-07,TKO (Punches),2,3:35
/fighter/Jiang-Tao-222535,Jiang Tao,4,win,Peng Yang,CWM MMA,"Chin Woo Men: 2016-2017 Season, Stage 4",2017-01-08,Submission (Rear-Naked Choke),1,4:06
/fighter/Jiang-Tao-222535,Jiang Tao,5,win,Wenlong Pang,CWM MMA,"Chin Woo Men: 2016-2017 Season, Stage 1",2016-11-06,TKO (Corner Stoppage),1,3:38
/fighter/Jiang-Tao-222535,Jiang Tao,6,loss,Jietebusibai Haolan,Dacheng Wuyi,Chinese MMA Super League Season 6: Day 2,2016-10-12,Decision (Unanimous),3,5:00
/fighter/Jiang-Tao-222535,Jiang Tao,7,win,Shenglong Qian,Dacheng Wuyi,Chinese MMA Super League Season 6: Day 1,2016-10-11,Submission (Keylock),1,1:24
/fighter/Jiang-Tao-222535,Jiang Tao,8,loss,Tofiq Musayev,CWFL,Chinese Wushu Fight League,2016-06-05,TKO (Punches),1,3:52
/fighter/Jiang-Tao-222535,Jiang Tao,9,loss,Nikita Basun,MFP,Amur Challenge 9,2016-04-15,TKO (Punches),2,
/fighter/Jiang-Tao-222535,Jiang Tao,10,loss,Arthur Aslanyan,WLF,E.P.I.C.: Elevation Power in Cage 2,2016-03-13,Submission (Armbar),2,2:11
/fighter/Jiang-Tao-222535,Jiang Tao,11,loss,Liam McGowan,Kunlun Fight,Bangkok Fight Night,2015-09-28,Decision (Majority),3,5:00
/fighter/Jiang-Tao-222535,Jiang Tao,12,loss,Qi Wang,Dacheng Wuyi,Chinese MMA Super League Season 2: Finals,2015-09-17,Decision (Unanimous),3,5:00
/fighter/Jiang-Tao-222535,Jiang Tao,13,win,Xiangxu Qi,Dacheng Wuyi,Chinese MMA Super League Season 2: Day 5,2015-09-16,Submission,1,
/fighter/Jiang-Tao-222535,Jiang Tao,14,win,Amantu Ayibayi,Dacheng Wuyi,Chinese MMA Super League Season 2: Day 4,2015-09-15,TKO (Punches),1,
/fighter/Jiang-Tao-222535,Jiang Tao,15,loss,Tuluosibake Kuerbanjiang,Dacheng Wuyi,Chinese MMA Super League Season 1: Day 1,2015-08-02,Decision (Unanimous),3,5:00
/fighter/Jiang-Tao-222535,Jiang Tao,0,loss,Goyti Dazaev,WMMAA,"2016 Asian MMA Championships, Day 1",2016-08-06,Decision (Unanimous),2,5:00
/fighter/Jiang-Tao-222535,Jiang Tao,1,loss,Daniyar Abdibaev,WMMAA,2015 World MMA Championships - Selection,2015-11-27,,0,0:00
/fighter/Jiang-Tao-222535,Jiang Tao,2,win,Miroslav Broz,WMMAA,2015 World MMA Championships - Selection,2015-11-27,,0,0:00
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,0,loss,Muhammad Salohidinov,Jue Cheng King,JCK Fight Night 121,2026-07-18,Submission (Armbar),1,2:33
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,1,win,Boqie Zheng,Jue Cheng King,JCK Fight Night 117,2026-04-11,TKO (Flying Knee),1,0:28
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,2,win,Rahil Baghirov,Jue Cheng King,JCK Fight Night 108,2025-10-25,Submission (Anaconda Choke),1,2:18
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,3,loss,Zhifa Shang,Jue Cheng King,JCK Fight Night 104,2025-09-13,Decision (Unanimous),3,5:00
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,4,win,Xingqiang Yang,Jue Cheng King,JCK Fight Night 96,2025-03-22,KO (Punch),1,0:51
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,5,loss,Xiongxiong Cai,Jue Cheng King,JCK Fight Night 93,2024-10-12,Decision (Unanimous),3,5:00
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,6,win,Bayanduuren Gantumur,Jue Cheng King,JCK Fight Night 90,2024-08-10,Submission (Ninja Choke),2,0:43
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,7,loss,Biekenuer Zhahaer,Jue Cheng King,JCK Fight Night 84,2024-05-04,Submission (Kneebar),1,3:22
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,8,loss,Rashid Vagabov,UAE Warriors,Magomedov vs. da Silva,2023-08-26,Technical Submission (Rear-Naked Choke),1,4:45
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,9,win,Deuzivan Sousa Silva,LTF,International MMA Challenge,2023-07-21,Decision (Unanimous),3,5:00
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,10,win,Baatar-Zorig Tsolmonbaatar,QLFC,Qinghai Lake Fighting Championship 1,2023-04-28,TKO (Punches),1,2:09
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,11,win,Janchivnyambuu Batchuluun,JCK Night Cage Series,2022-2023 Regular Season Part 23,2023-04-01,TKO (Punches),1,3:36
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,12,loss,Seung Guk Choi,UFC,Road to UFC: Abu Dhabi Semifinals 1,2022-10-23,Decision (Unanimous),3,5:00
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,13,win,Wallen del Rosario,UFC,Road to UFC: Singapore Quarterfinals 2,2022-06-09,Decision (Unanimous),3,5:00
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,14,loss,Erisson Ferreira,Dana White's Contender Series,Contender Series 2021: Week 10,2021-11-02,Decision (Unanimous),3,5:00
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,15,win,Wanshuang Wang,WLF,W.A.R.S. 54,2021-07-07,KO (Head Kick and Punches),1,1:59
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,16,win,Tuohedahong Siyimuke,ABA Fighting Championship,Day 1,2021-05-25,Submission (Guillotine Choke),1,4:52
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,17,win,Kun Zhou,Huya FC,Huya Fighting Championship 3,2020-12-27,Decision (Unanimous),3,5:00
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,18,loss,Boqie Zheng,WLF,W.A.R.S. 46,2020-08-21,Decision (Split),3,5:00
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,19,loss,Shanati Shamaiti,WLF,W.A.R.S. 44,2020-06-19,TKO (Punches),1,
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,20,win,Junye Gao,WLF,W.A.R.S. 43,2020-05-22,Decision (Unanimous),3,5:00
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,21,loss,Abdula Aliev,WLF,W.A.R.S. 41,2020-01-03,TKO (Knee to the Body and Punches),5,0:38
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,22,win,Osimkhon Rakhmonov,WLF,W.A.R.S. 39,2019-10-18,KO (Punches),3,4:02
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,23,win,Furkatbek Yokubov,WLF,W.A.R.S. 35,2019-06-14,TKO (Body Kick and Punches),1,2:52
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,24,loss,Mukhitdin Kholov,Tatfight,China vs. Tatarstan,2019-04-27,Decision (Unanimous),3,5:00
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,25,win,Ramazonbek Temirov,WLF,W.A.R.S. 31,2019-01-03,Decision (Unanimous),3,5:00
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,26,win,Roberto Miguel Medalla,WLF,W.A.R.S. 28,2018-10-26,Decision (Unanimous),3,5:00
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,27,win,Mohammad Dalvand,ABA Fighting Championship,Hongyuan,2018-08-02,TKO (Punches),1,2:09
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,28,loss,Murad Zarmanbetov,WLF,W.A.R.S. 25,2018-06-27,KO (Punch),3,4:59
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,29,win,Masashi Nishimura,WLF,W.A.R.S. 23,2018-04-14,Decision (Unanimous),3,5:00
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,30,win,Georgi Pochkhidze,WLF,W.A.R.S. 22,2018-03-17,TKO (Punches),1,1:34
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,31,loss,Abdula Aliev,WLF,W.A.R.S. 20,2017-12-16,Submission (Rear-Naked Choke),3,1:23
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,32,win,Valery Makarov,WLF,W.A.R.S. 18,2017-10-28,Submission (Ninja Choke),1,1:24
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,33,loss,Shomidin Maksudinov,WLF,W.A.R.S. 17,2017-09-16,Submission (Armbar),1,3:33
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,34,win,Akbarshoh Zokirzhonov,WLF,W.A.R.S. 15,2017-06-19,Technical Submission (Forearm Choke),1,1:14
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,35,win,Sanan Soltanov,WLF,W.A.R.S. 14,2017-05-20,Submission (Inverted Triangle Choke),2,4:01
/fighter/Jilunzhou-Qiu-257571,Jilunzhou Qiu,36,win,Yujie Hao,Sunkin International Fight Club,2016 Oriental Summit International MMA Tournament,2016-01-21,Decision (Unanimous),3,5:00
/fighter/Jimmy-Jackson-121197,Jimmy Jackson,0,loss,Aaron Hughes,NEF,Queen City Showdown,2022-09-09,Submission (Guillotine Choke),1,1:41
/fighter/Jimmy-Jackson-121197,Jimmy Jackson,0,loss,Tom Pagliarulo,NEF,School of Hard Knocks,2019-09-07,TKO (Doctor Stoppage),1,5:00
/fighter/Jimmy-Jackson-121197,Jimmy Jackson,1,win,Brandon Sewall,NEF,All American,2019-06-22,Submission (Rear-Naked Choke),1,2:01
/fighter/Jimmy-Jackson-121197,Jimmy Jackson,2,loss,Rafael Velado,NEF,Heroes & Villains,2016-09-10,Submission (Kimura),1,2:36
/fighter/Jimmy-Jackson-121197,Jimmy Jackson,3,win,Fernando Alberto Lopez,T2T,Toe 2 Toe Fights 3,2015-10-03,Decision (Split),3,3:00
/fighter/Jimmy-Jackson-121197,Jimmy Jackson,4,win,Kris Welch,NEF,Fight Night 16,2015-02-07,Submission (Bulldog Choke),2,2:17
/fighter/Jimmy-Jackson-121197,Jimmy Jackson,5,loss,Caleb Costello,NEF,Fight Night 11,2013-11-09,KO,1,0:00
